:START_ID,:END_ID,:TYPE
entity_1895,entity_6748,affects
entity_1895,entity_950,located_at
entity_950,entity_856,contains
entity_950,entity_1917,contains
entity_950,entity_310,contains
entity_950,entity_1942,contains
entity_950,entity_6749,affects
entity_950,entity_5537,affects
entity_950,entity_5276,affects
entity_950,entity_6747,affects
entity_1893,entity_1656,contains
entity_1893,entity_1897,contains
entity_6750,entity_1898,uses
entity_6750,entity_1616,uses
entity_6750,entity_1899,supports
entity_6750,entity_1899,contains
entity_6750,entity_6751,contains
entity_6750,entity_1763,contains
entity_1894,entity_1900,contains
entity_1894,entity_1901,contains
entity_1894,entity_1902,contains
entity_1896,entity_6752,affects
entity_856,entity_950,located_at
entity_1896,entity_6753,affects
entity_1896,entity_346,uses
entity_1896,entity_6754,uses
entity_1896,entity_6755,uses
entity_1896,entity_6756,uses
entity_1896,entity_473,uses
entity_1896,entity_15,uses
entity_1896,entity_343,uses
entity_1896,entity_6757,uses
entity_1903,entity_6606,has
entity_1903,entity_6758,has
entity_1904,entity_730,uses
entity_1904,entity_1546,uses
entity_6759,entity_1905,supports
entity_6760,entity_1905,supports
entity_1896,entity_588,supports
entity_1896,entity_190,connects_to
entity_588,entity_1896,acts_on
entity_6761,entity_1934,connects_to
entity_1907,entity_1901,connects_to
entity_1901,entity_1935,connects_to
entity_96,entity_1896,welds_to
entity_298,entity_6762,has
entity_1936,entity_298,installed_on
entity_1895,entity_6763,belongs_to
entity_1908,entity_6764,has
entity_1908,entity_4547,affects
entity_1909,entity_6764,has
entity_1909,entity_4547,affects
entity_1895,entity_1911,connects_to
entity_1917,entity_857,connects_to
entity_1917,entity_1911,connects_to
entity_1911,entity_857,connects_to
entity_1895,entity_346,contains
entity_1895,entity_1616,contains
entity_1895,entity_1919,contains
entity_1895,entity_1920,contains
entity_1895,entity_1662,contains
entity_1895,entity_1921,contains
entity_1895,entity_1922,contains
entity_1910,entity_1895,part_of
entity_1910,entity_1926,uses
entity_1910,entity_1927,uses
entity_1910,entity_1925,uses
entity_1895,entity_5238,located_at
entity_1930,entity_6765,used_to_make
entity_1929,entity_6765,used_to_make
entity_1928,entity_6766,used_to_make
entity_4547,entity_6767,determined_by
entity_4341,entity_6767,determined_by
entity_1924,entity_1911,connects_to
entity_1924,entity_857,connects_to
entity_1924,entity_1911,supports
entity_1912,entity_1895,supports
entity_1912,entity_1918,contains
entity_1912,entity_1932,contains
entity_1913,entity_1911,contains
entity_1913,entity_1918,has
entity_1913,entity_343,is_made_of
entity_1913,entity_1933,has
entity_1913,entity_1934,is_connected_to
entity_1913,entity_1911,is_connected_to
entity_1915,entity_6768,requires
entity_1915,entity_6769,has
entity_1915,entity_4227,has
entity_1915,entity_6770,has
entity_1915,entity_6771,has
entity_1916,entity_6772,has
entity_1916,entity_6773,has
entity_1916,entity_6768,requires
entity_1916,entity_6774,has
entity_1915,entity_1937,located_at
entity_1915,entity_1938,located_at
entity_1916,entity_1937,located_at
entity_1916,entity_1938,located_at
entity_1915,entity_1914,part_of
entity_1916,entity_1914,part_of
entity_1914,entity_6775,uses
entity_1969,entity_6776,requires
entity_2642,entity_6776,requires
entity_6777,entity_6776,requires
entity_6778,entity_6776,requires
entity_6538,entity_6779,requires
entity_1939,entity_1962,uses
entity_1939,entity_1963,uses
entity_6780,entity_1918,contains
entity_6780,entity_1931,has
entity_6780,entity_1952,has
entity_6780,entity_6781,connects_to
entity_6780,entity_6782,part_of
entity_6780,entity_950,located_at
entity_6780,entity_588,supports
entity_6780,entity_1951,uses
entity_6780,entity_6783,uses
entity_6780,entity_310,connects_to
entity_6780,entity_5319,belongs_to
entity_1953,entity_6780,uses
entity_6780,entity_4856,affects
entity_1954,entity_310,uses
entity_1954,entity_1942,uses
entity_1955,entity_310,uses
entity_310,entity_1771,part_of
entity_310,entity_1948,contains
entity_1948,entity_1656,connects_to
entity_1948,entity_6784,supports
entity_1949,entity_310,part_of
entity_1949,entity_6784,supports
entity_1947,entity_588,part_of
entity_1947,entity_6784,connects_to
entity_1942,entity_6784,supports
entity_1942,entity_2532,affects
entity_310,entity_2532,affects
entity_310,entity_6784,supports
entity_310,entity_697,part_of
entity_310,entity_1771,part_of
entity_310,entity_950,part_of
entity_310,entity_190,part_of
entity_3204,entity_6785,uses
entity_3204,entity_450,applied_to
entity_3204,entity_5966,has
entity_3204,entity_6786,replaces
entity_4579,entity_6787,uses
entity_4579,entity_3204,connected_to
entity_4658,entity_3204,contains
entity_4658,entity_451,applied_to
entity_735,entity_6788,affects
entity_771,entity_4584,affects
entity_4584,entity_1073,enables
entity_4580,entity_771,applied_to
entity_4581,entity_771,applied_to
entity_4584,entity_4580,used_by
entity_4584,entity_4581,used_by
entity_735,entity_1073,affects
entity_6789,entity_1073,affects
entity_172,entity_1073,affects
entity_6790,entity_1073,constrained_by
entity_4659,entity_6785,uses
entity_4659,entity_6791,applied_to
entity_4659,entity_6792,enables
entity_4659,entity_4582,replaces
entity_4582,entity_6793,requires
entity_4582,entity_6791,applied_to
entity_4582,entity_6794,has
entity_3204,entity_6791,applied_to
entity_3204,entity_6795,has
entity_3204,entity_6796,has
entity_4596,entity_6791,applied_to
entity_4581,entity_4582,uses
entity_4581,entity_4659,uses
entity_4581,entity_86,contains
entity_4581,entity_6797,contains
entity_4581,entity_6798,contains
entity_4581,entity_6799,contains
entity_4581,entity_6800,outputs
entity_6800,entity_499,transmits_to
entity_4581,entity_4658,belongs_to
entity_4586,entity_6801,belongs_to
entity_4586,entity_4581,provides
entity_4585,entity_4581,uses
entity_4581,entity_6802,enables
entity_4581,entity_6803,applied_to
entity_4581,entity_451,acts_on
entity_4581,entity_4583,connects_to
entity_4581,entity_6804,enables
entity_4581,entity_6805,has
entity_4581,entity_6806,replaces
entity_4581,entity_6807,improves
entity_4581,entity_6808,applied_to
entity_4581,entity_735,acts_on
entity_4581,entity_771,affects
entity_4583,entity_4581,used_by
entity_4583,entity_6804,enables
entity_4559,entity_4597,replaces
entity_4559,entity_4599,replaces
entity_4559,entity_4598,replaces
entity_5064,entity_4559,uses
entity_415,entity_4559,requires
entity_1077,entity_4559,requires
entity_4600,entity_4587,improves
entity_4601,entity_4587,improves
entity_6809,entity_4603,uses
entity_6806,entity_3697,affects
entity_3338,entity_415,acts_on
entity_415,entity_3721,requires
entity_4605,entity_3153,affects
entity_4602,entity_3153,requires
entity_4050,entity_4030,inputs
entity_4044,entity_4050,used_in
entity_4032,entity_450,applied_to
entity_4588,entity_4587,used_in
entity_4044,entity_6810,applied_to
entity_4050,entity_6811,inputs
entity_4050,entity_6812,inputs
entity_4050,entity_6813,outputs
entity_4050,entity_4792,outputs
entity_4050,entity_6814,outputs
entity_4032,entity_6815,determines
entity_4044,entity_6816,used_for
entity_4044,entity_6817,used_for
entity_4044,entity_6818,used_for
entity_4044,entity_6819,used_for
entity_4588,entity_6820,has
entity_4588,entity_6821,has
entity_4588,entity_6822,has
entity_4588,entity_6823,contains
entity_4588,entity_4589,contains
entity_4588,entity_4590,contains
entity_4588,entity_4591,contains
entity_4588,entity_4592,contains
entity_4588,entity_4593,contains
entity_4589,entity_4588,part_of
entity_4590,entity_4589,acts_on
entity_4591,entity_4589,acts_on
entity_4592,entity_4588,used_in
entity_4593,entity_4588,applied_to
entity_4030,entity_4588,requires
entity_4588,entity_4606,determined_by
entity_965,entity_4588,requires
entity_4113,entity_4635,affects
entity_4635,entity_4588,affects
entity_4588,entity_4595,used_for
entity_4588,entity_4607,uses
entity_4588,entity_4608,uses
entity_4588,entity_6824,uses
entity_4032,entity_6825,acts_on
entity_4032,entity_6826,acts_on
entity_4032,entity_3338,belongs_to
entity_261,entity_6827,prepares_for
entity_1077,entity_5490,prepares_for
entity_415,entity_6828,prepares_for
entity_4134,entity_6829,prepares_for
entity_4032,entity_6830,affects
entity_4029,entity_6831,acts_on
entity_6832,entity_6831,acts_on
entity_4032,entity_6833,has
entity_4032,entity_6834,has
entity_4032,entity_6835,has
entity_4032,entity_6836,has
entity_4032,entity_6837,has
entity_4032,entity_6838,belongs_to
entity_4032,entity_962,belongs_to
entity_4032,entity_4611,has
entity_4032,entity_4612,has
entity_4032,entity_4613,has
entity_4032,entity_4609,has
entity_4032,entity_4610,has
entity_4610,entity_6839,has
entity_4610,entity_6840,has
entity_4610,entity_6841,has
entity_4610,entity_6842,has
entity_4610,entity_6843,has
entity_4610,entity_6844,has
entity_4610,entity_6845,has
entity_4032,entity_3338,replaces
entity_4032,entity_3521,improves
entity_4032,entity_4139,improves
entity_4609,entity_6846,acts_on
entity_4609,entity_6186,acts_on
entity_4609,entity_6547,acts_on
entity_4609,entity_473,acts_on
entity_4609,entity_15,acts_on
entity_4609,entity_4558,acts_on
entity_4609,entity_1506,acts_on
entity_4609,entity_4909,acts_on
entity_4609,entity_3930,acts_on
entity_4609,entity_4635,acts_on
entity_4609,entity_827,acts_on
entity_4609,entity_3246,acts_on
entity_4609,entity_3330,acts_on
entity_4609,entity_4939,acts_on
entity_4609,entity_4210,acts_on
entity_4609,entity_415,acts_on
entity_4609,entity_4134,acts_on
entity_4609,entity_4113,acts_on
entity_4609,entity_4030,acts_on
entity_4609,entity_4587,acts_on
entity_4609,entity_4032,acts_on
entity_4614,entity_4609,determines
entity_4614,entity_1506,acts_on
entity_4614,entity_4909,acts_on
entity_4614,entity_6847,acts_on
entity_4032,entity_4558,acts_on
entity_4032,entity_827,acts_on
entity_4032,entity_3330,acts_on
entity_4032,entity_15,acts_on
entity_4032,entity_1506,acts_on
entity_4032,entity_4909,acts_on
entity_4032,entity_4030,acts_on
entity_4032,entity_4587,acts_on
entity_4032,entity_4609,acts_on
entity_4026,entity_4558,acts_on
entity_4026,entity_15,acts_on
entity_4026,entity_473,acts_on
entity_4026,entity_1506,acts_on
entity_4026,entity_4909,acts_on
entity_4026,entity_4030,acts_on
entity_4026,entity_4587,acts_on
entity_4026,entity_4032,acts_on
entity_4909,entity_4609,acts_on
entity_4909,entity_4032,acts_on
entity_4909,entity_1506,acts_on
entity_4909,entity_4030,acts_on
entity_4909,entity_4587,acts_on
entity_4909,entity_3930,acts_on
entity_4909,entity_4635,acts_on
entity_4909,entity_827,acts_on
entity_4909,entity_3246,acts_on
entity_4909,entity_3330,acts_on
entity_4909,entity_4939,acts_on
entity_4909,entity_4210,acts_on
entity_4909,entity_415,acts_on
entity_4909,entity_4134,acts_on
entity_4909,entity_4113,acts_on
entity_4909,entity_4030,acts_on
entity_4909,entity_4587,acts_on
entity_4032,entity_4029,acts_on
entity_4032,entity_6832,acts_on
entity_4588,entity_4606,contains
entity_4588,entity_4589,contains
entity_4593,entity_4588,acts_on
entity_4026,entity_4588,belongs_to
entity_4026,entity_4606,belongs_to
entity_4026,entity_4589,belongs_to
entity_4589,entity_4026,has
entity_450,entity_4045,has
entity_343,entity_4609,uses
entity_4609,entity_6848,determines
entity_4615,entity_4032,affects
entity_4032,entity_3338,replaces
entity_4032,entity_6849,constrained_by
entity_4032,entity_4595,improves
entity_4032,entity_450,applied_to
entity_4050,entity_4032,contains
entity_4032,entity_4050,part_of
entity_4032,entity_6850,applied_to
entity_4032,entity_6851,applied_to
entity_4032,entity_2213,applied_to
entity_4032,entity_6852,applied_to
entity_4032,entity_827,applied_to
entity_4032,entity_6853,applied_to
entity_4032,entity_6854,applied_to
entity_6855,entity_4622,uses
entity_6855,entity_4623,uses
entity_6855,entity_210,uses
entity_6855,entity_36,acts_on
entity_6855,entity_2577,determines
entity_2577,entity_697,affects
entity_2577,entity_172,affects
entity_2577,entity_830,affects
entity_2577,entity_6856,affects
entity_2577,entity_4439,affects
entity_2577,entity_449,affects
entity_2577,entity_190,affects
entity_2577,entity_1694,affects
entity_2577,entity_3733,affects
entity_2577,entity_4772,affects
entity_2577,entity_963,affects
entity_2577,entity_6857,affects
entity_2577,entity_720,affects
entity_2577,entity_450,affects
entity_2577,entity_6858,affects
entity_2577,entity_6859,affects
entity_2577,entity_3931,affects
entity_2577,entity_3929,affects
entity_2577,entity_4363,affects
entity_2577,entity_4367,affects
entity_2577,entity_4366,affects
entity_2577,entity_4365,affects
entity_2577,entity_4364,affects
entity_2577,entity_6860,affects
entity_3771,entity_6861,defined_as
entity_3771,entity_6862,calculated_by
entity_4621,entity_6863,appears_in
entity_4620,entity_6863,appears_in
entity_205,entity_6863,appears_in
entity_4617,entity_6864,calculated_by
entity_176,entity_6864,has_formula
entity_6865,entity_2589,uses
entity_6865,entity_4624,uses
entity_6865,entity_4032,affects
entity_6865,entity_836,applied_to
entity_6865,entity_346,acts_on
entity_6865,entity_4032,determines
entity_6865,entity_6866,has
entity_6865,entity_4624,has
entity_6865,entity_4625,has
entity_6865,entity_4626,has
entity_6865,entity_4627,has
entity_528,entity_4642,has
entity_528,entity_4643,has
entity_4628,entity_4642,has
entity_4628,entity_4643,has
entity_4629,entity_4645,affects
entity_4629,entity_4210,inputs
entity_4629,entity_803,inputs
entity_4629,entity_4635,inputs
entity_4629,entity_6867,inputs
entity_4629,entity_4636,inputs
entity_4629,entity_2595,inputs
entity_4629,entity_4637,inputs
entity_4629,entity_6868,inputs
entity_4629,entity_4640,inputs
entity_4032,entity_6869,applied_to
entity_4032,entity_4210,applied_to
entity_4032,entity_6870,applied_to
entity_4032,entity_1255,applied_to
entity_4032,entity_4134,applied_to
entity_4032,entity_415,applied_to
entity_4032,entity_4113,applied_to
entity_4032,entity_6871,applied_to
entity_4032,entity_2595,applied_to
entity_4032,entity_4641,applied_to
entity_4032,entity_4615,applied_to
entity_4032,entity_4634,replaces
entity_4032,entity_4615,affects
entity_4032,entity_4142,considered_in
entity_4615,entity_1506,is_a
entity_4630,entity_4631,contains
entity_4630,entity_4632,contains
entity_4631,entity_6872,uses
entity_4631,entity_6873,uses
entity_4631,entity_6874,uses
entity_4631,entity_6875,uses
entity_4632,entity_3204,uses
entity_4632,entity_415,acts_on
entity_4632,entity_4638,affects
entity_4632,entity_175,affects
entity_1073,entity_665,inputs
entity_1073,entity_4631,outputs
entity_4633,entity_6876,applied_to
entity_4596,entity_6877,applied_to
entity_4596,entity_6877,acts_on
entity_6878,entity_6879,inputs
entity_4032,entity_4587,belongs_to
entity_4032,entity_6880,applied_to
entity_6881,entity_4587,belongs_to
entity_6882,entity_6883,acts_on
entity_4032,entity_3338,replaces
entity_4647,entity_4648,uses
entity_4647,entity_4587,applied_to
entity_4647,entity_6884,reduces
entity_4587,entity_4647,requires
entity_4649,entity_2120,requires
entity_4649,entity_6885,requires
entity_4649,entity_6886,requires
entity_4649,entity_6887,requires
entity_4649,entity_6888,requires
entity_1073,entity_6889,contains
entity_1073,entity_6890,contains
entity_1073,entity_6891,contains
entity_1073,entity_6892,contains
entity_1073,entity_6893,contains
entity_1073,entity_6894,contains
entity_1073,entity_6895,contains
entity_1073,entity_6896,uses
entity_1073,entity_6897,uses
entity_1073,entity_6898,applied_to
entity_1073,entity_6828,applied_to
entity_1073,entity_6899,applied_to
entity_1073,entity_3577,applied_to
entity_1073,entity_6900,applied_to
entity_1073,entity_6901,improves
entity_1073,entity_6902,enables
entity_4649,entity_1073,belongs_to
entity_4650,entity_1073,applied_to
entity_260,entity_4649,uses
entity_1073,entity_4650,contains
entity_4102,entity_1073,improves
entity_410,entity_460,uses
entity_4558,entity_4651,uses
entity_449,entity_171,uses
entity_410,entity_344,applied_to
entity_4558,entity_190,applied_to
entity_473,entity_697,applied_to
entity_1073,entity_4029,replaces
entity_4652,entity_4104,affects
entity_4653,entity_4652,belongs_to
entity_460,entity_378,replaces
entity_2180,entity_358,replaces
entity_4651,entity_404,replaces
entity_171,entity_3287,replaces
entity_3177,entity_697,assembles_into
entity_3178,entity_697,assembles_into
entity_528,entity_697,assembles_into
entity_3489,entity_260,located_at
entity_260,entity_6903,contains
entity_260,entity_4127,contains
entity_260,entity_171,contains
entity_4655,entity_4654,contains
entity_260,entity_4654,uses
entity_4655,entity_410,acts_on
entity_4655,entity_1361,acts_on
entity_4655,entity_383,acts_on
entity_260,entity_4657,uses
entity_4657,entity_3521,improves
entity_4656,entity_6904,applied_to
entity_4656,entity_6905,applied_to
entity_4656,entity_15,applied_to
entity_4656,entity_6906,applied_to
entity_4656,entity_451,applied_to
entity_4934,entity_3521,improves
entity_4933,entity_3521,improves
entity_4587,entity_4658,uses
entity_4587,entity_4659,uses
entity_4587,entity_4581,uses
entity_4587,entity_3204,uses
entity_4587,entity_4583,uses
entity_4585,entity_4581,uses
entity_4585,entity_6907,applied_to
entity_4585,entity_6908,applied_to
entity_6791,entity_4659,uses
entity_6909,entity_3204,uses
entity_6833,entity_338,uses
entity_4660,entity_4142,belongs_to
entity_4660,entity_6910,has
entity_4668,entity_6911,affects
entity_4668,entity_6912,affects
entity_4664,entity_965,acts_on
entity_4664,entity_4539,determines
entity_4664,entity_6913,determines
entity_4665,entity_5319,affects
entity_4666,entity_5393,affects
entity_4667,entity_6911,affects
entity_4668,entity_6914,improves
entity_4668,entity_6915,prevents
entity_4669,entity_4701,belongs_to
entity_4661,entity_6916,used_by
entity_4661,entity_260,used_by
entity_4661,entity_6917,used_for
entity_4661,entity_6918,used_for
entity_4661,entity_6919,used_for
entity_4661,entity_6920,requires
entity_4661,entity_6921,requires
entity_4661,entity_6922,requires
entity_4661,entity_6923,ensures
entity_4661,entity_6924,ensures
entity_4662,entity_6925,belongs_to
entity_4662,entity_4663,includes
entity_4662,entity_4670,includes
entity_4662,entity_4671,includes
entity_4663,entity_4701,belongs_to
entity_4663,entity_4697,part_of
entity_4663,entity_965,acts_on
entity_4663,entity_260,uses
entity_4663,entity_6926,uses
entity_4663,entity_4671,precedes
entity_4670,entity_697,contains
entity_4670,entity_857,contains
entity_4670,entity_4286,contains
entity_4670,entity_2899,contains
entity_4670,entity_4674,contains
entity_4670,entity_4675,contains
entity_4670,entity_4676,contains
entity_4670,entity_3656,acts_on
entity_4670,entity_337,acts_on
entity_4670,entity_1770,acts_on
entity_4670,entity_343,acts_on
entity_4670,entity_551,acts_on
entity_4670,entity_3547,acts_on
entity_4670,entity_658,acts_on
entity_4670,entity_4679,acts_on
entity_4670,entity_4680,acts_on
entity_4670,entity_4681,acts_on
entity_4670,entity_4682,acts_on
entity_4670,entity_2622,acts_on
entity_4670,entity_6927,acts_on
entity_4670,entity_6928,acts_on
entity_4670,entity_6929,acts_on
entity_4670,entity_6930,acts_on
entity_4670,entity_6931,acts_on
entity_4670,entity_6932,applied_to
entity_4670,entity_6933,applied_to
entity_4670,entity_6934,applied_to
entity_4670,entity_6935,applied_to
entity_4670,entity_6936,applied_to
entity_4670,entity_6937,applied_to
entity_4670,entity_6938,applied_to
entity_4670,entity_6939,applied_to
entity_4670,entity_6940,applied_to
entity_4671,entity_6941,contains
entity_4671,entity_4684,contains
entity_4671,entity_4677,contains
entity_4671,entity_6942,contains
entity_4671,entity_6943,contains
entity_4671,entity_6944,contains
entity_4671,entity_4686,contains
entity_4671,entity_6945,contains
entity_4671,entity_4687,contains
entity_4671,entity_6946,contains
entity_4671,entity_4688,contains
entity_4671,entity_6947,contains
entity_4671,entity_2622,contains
entity_4671,entity_6948,contains
entity_4671,entity_6949,contains
entity_4671,entity_6950,contains
entity_4671,entity_6951,contains
entity_4671,entity_6952,contains
entity_4671,entity_697,has
entity_4671,entity_4674,has
entity_4671,entity_4675,has
entity_4671,entity_551,has
entity_4671,entity_3547,has
entity_4671,entity_4689,has
entity_4671,entity_4732,has
entity_4671,entity_4723,has
entity_4671,entity_4695,has
entity_4671,entity_1794,has
entity_4671,entity_6932,applied_to
entity_4671,entity_6933,applied_to
entity_4671,entity_6937,applied_to
entity_4671,entity_6953,applied_to
entity_4671,entity_6954,applied_to
entity_4671,entity_6955,applied_to
entity_4671,entity_6956,applied_to
entity_4671,entity_6957,applied_to
entity_4671,entity_6939,applied_to
entity_4671,entity_6940,applied_to
entity_4670,entity_6932,applied_to
entity_4670,entity_6933,applied_to
entity_4670,entity_6937,applied_to
entity_4670,entity_6953,applied_to
entity_4670,entity_6954,applied_to
entity_4670,entity_6955,applied_to
entity_4670,entity_6956,applied_to
entity_4670,entity_6957,applied_to
entity_4670,entity_6939,applied_to
entity_4670,entity_6940,applied_to
entity_4672,entity_4701,belongs_to
entity_4672,entity_4692,uses
entity_4672,entity_4661,requires
entity_4672,entity_4693,results_in
entity_4672,entity_4694,affects
entity_4672,entity_4697,part_of
entity_4672,entity_4662,precedes
entity_4673,entity_4701,belongs_to
entity_4673,entity_6958,applies_to
entity_4673,entity_6959,applies_to
entity_4673,entity_4661,requires
entity_4673,entity_4693,results_in
entity_4673,entity_4694,affects
entity_4673,entity_4697,part_of
entity_965,entity_4697,belongs_to
entity_4702,entity_4697,belongs_to
entity_4661,entity_4697,used_in
entity_4661,entity_4702,used_in
entity_4661,entity_4779,used_in
entity_4703,entity_4702,applied_to
entity_4703,entity_4779,applied_to
entity_4434,entity_4697,precedes
entity_6960,entity_4697,precedes
entity_6961,entity_6962,improves
entity_6961,entity_6963,improves
entity_6961,entity_6911,improves
entity_6961,entity_6960,enables
entity_6964,entity_6965,connects_to
entity_6964,entity_6966,connects_to
entity_6964,entity_6965,connects_to
entity_6964,entity_6966,connects_to
entity_6967,entity_6968,located_at
entity_6967,entity_6968,located_at
entity_4660,entity_6969,contains
entity_4660,entity_6970,contains
entity_4660,entity_6971,contains
entity_6969,entity_786,uses
entity_6969,entity_4727,uses
entity_6969,entity_4726,uses
entity_6969,entity_4721,uses
entity_6969,entity_4722,uses
entity_6970,entity_1389,acts_on
entity_6970,entity_658,acts_on
entity_6970,entity_4195,acts_on
entity_6970,entity_4723,outputs
entity_6971,entity_786,uses
entity_6971,entity_4727,uses
entity_6971,entity_4726,uses
entity_6971,entity_4721,uses
entity_6971,entity_4722,uses
entity_4702,entity_4709,uses
entity_4702,entity_410,uses
entity_4702,entity_473,uses
entity_4702,entity_15,uses
entity_4702,entity_3653,uses
entity_4702,entity_2398,uses
entity_4702,entity_4719,uses
entity_4702,entity_4718,uses
entity_4711,entity_6972,contains
entity_4711,entity_4710,acts_on
entity_4711,entity_4709,acts_on
entity_2906,entity_4710,acts_on
entity_4713,entity_4710,acts_on
entity_783,entity_4709,acts_on
entity_4714,entity_4718,uses
entity_4715,entity_4718,uses
entity_6973,entity_707,uses
entity_6973,entity_4720,uses
entity_6973,entity_4189,uses
entity_3570,entity_707,uses
entity_4709,entity_3941,acts_on
entity_4709,entity_4716,acts_on
entity_1770,entity_4685,connects_to
entity_4725,entity_3941,applied_to
entity_4725,entity_4716,applied_to
entity_4717,entity_744,belongs_to
entity_2840,entity_1664,belongs_to
entity_3661,entity_1770,supports
entity_1770,entity_6664,supports
entity_1770,entity_2785,supports
entity_4705,entity_4661,inputs
entity_4705,entity_4596,uses
entity_4705,entity_3154,uses
entity_4705,entity_965,applied_to
entity_4705,entity_4697,affects
entity_4706,entity_3460,acts_on
entity_4706,entity_6974,acts_on
entity_4706,entity_1255,acts_on
entity_4706,entity_6975,acts_on
entity_4706,entity_6976,prepares_for
entity_4707,entity_965,applied_to
entity_4707,entity_4697,acts_on
entity_4707,entity_4950,prepares_for
entity_4705,entity_297,inputs
entity_4705,entity_4708,inputs
entity_4705,entity_786,inputs
entity_4754,entity_4705,determined_by
entity_4670,entity_4701,part_of
entity_4765,entity_4764,collaborates_with
entity_4754,entity_4765,determined_by
entity_4754,entity_4764,determined_by
entity_965,entity_337,contains
entity_965,entity_1664,contains
entity_965,entity_786,contains
entity_567,entity_4755,contains
entity_4755,entity_697,part_of
entity_4755,entity_2460,has
entity_4274,entity_4712,contains
entity_4712,entity_697,part_of
entity_4712,entity_3656,has
entity_3656,entity_2356,has
entity_1659,entity_191,contains
entity_191,entity_697,part_of
entity_191,entity_3656,has
entity_1580,entity_697,part_of
entity_1580,entity_1506,has
entity_1770,entity_697,part_of
entity_1770,entity_1506,has
entity_1794,entity_697,part_of
entity_1794,entity_1506,has
entity_1794,entity_6977,has
entity_697,entity_1506,has
entity_1794,entity_509,uses
entity_1794,entity_415,assembles_into
entity_415,entity_260,located_at
entity_415,entity_697,assembles_into
entity_415,entity_565,uses
entity_788,entity_2002,uses
entity_6978,entity_3366,uses
entity_6979,entity_3366,uses
entity_658,entity_3366,uses
entity_6980,entity_3366,uses
entity_4756,entity_857,part_of
entity_1917,entity_4756,part_of
entity_1917,entity_857,part_of
entity_4756,entity_965,belongs_to
entity_4675,entity_620,uses
entity_4675,entity_4761,uses
entity_4714,entity_3366,uses
entity_4675,entity_3656,has
entity_4675,entity_1506,has
entity_4675,entity_6981,has
entity_3368,entity_3366,used_in
entity_3656,entity_455,affects
entity_4675,entity_6982,has
entity_4675,entity_6983,has
entity_4675,entity_4714,has
entity_4675,entity_6984,has
entity_4675,entity_6985,has
entity_4675,entity_6986,has
entity_4705,entity_4757,contains
entity_4705,entity_4758,contains
entity_4724,entity_4757,acts_on
entity_4671,entity_4757,inputs
entity_4764,entity_6987,requires
entity_4764,entity_6988,requires
entity_4757,entity_4809,requires
entity_4764,entity_6989,requires
entity_6990,entity_6991,responsible_for
entity_4809,entity_6992,acts_on
entity_4764,entity_6993,requires
entity_4758,entity_697,acts_on
entity_620,entity_697,applied_to
entity_620,entity_4758,applied_to
entity_4702,entity_4705,contains
entity_4702,entity_4671,contains
entity_4702,entity_4701,contains
entity_4702,entity_4763,contains
entity_4702,entity_4762,contains
entity_4702,entity_4754,contains
entity_4702,entity_4764,contains
entity_4702,entity_4761,contains
entity_4702,entity_4765,contains
entity_4705,entity_6994,precedes
entity_6994,entity_4763,outputs
entity_4705,entity_4762,acts_on
entity_4705,entity_4754,acts_on
entity_4670,entity_4702,part_of
entity_4670,entity_4701,precedes
entity_4792,entity_4701,affects
entity_4792,entity_788,affects
entity_4792,entity_2002,affects
entity_788,entity_477,part_of
entity_2002,entity_477,part_of
entity_697,entity_4705,acts_on
entity_697,entity_4596,acts_on
entity_697,entity_3154,acts_on
entity_697,entity_4778,contains
entity_4778,entity_697,acts_on
entity_4778,entity_4705,part_of
entity_4596,entity_697,acts_on
entity_4596,entity_3154,part_of
entity_3154,entity_4702,part_of
entity_4759,entity_6995,applied_to
entity_4766,entity_543,has
entity_4766,entity_6996,located_at
entity_4767,entity_6997,located_at
entity_4768,entity_697,located_at
entity_4768,entity_4766,connects_to
entity_4760,entity_6998,used_for
entity_320,entity_6998,used_for
entity_346,entity_2357,has
entity_3656,entity_1503,affects
entity_3656,entity_346,measured_at
entity_1674,entity_6999,affects
entity_346,entity_4780,uses
entity_346,entity_7000,uses
entity_346,entity_4781,uses
entity_4781,entity_346,acts_on
entity_4781,entity_7001,uses
entity_4781,entity_346,acts_on
entity_4781,entity_7002,has
entity_7002,entity_7003,affects
entity_4781,entity_7004,has
entity_7004,entity_7005,determines
entity_4781,entity_7006,located_at
entity_4781,entity_7007,affects
entity_4781,entity_697,located_at
entity_4781,entity_1423,connects_to
entity_4781,entity_3656,affects
entity_4781,entity_7008,has
entity_7008,entity_7009,affects
entity_4781,entity_697,located_at
entity_4780,entity_707,uses
entity_4780,entity_7010,uses
entity_4780,entity_2892,acts_on
entity_4782,entity_4780,uses
entity_4782,entity_558,precedes
entity_4782,entity_620,requires
entity_4781,entity_346,part_of
entity_4781,entity_7006,located_at
entity_620,entity_2892,acts_on
entity_620,entity_4782,prepares_for
entity_3641,entity_4782,applied_to
entity_3641,entity_455,used_in
entity_4780,entity_4782,used_in
entity_768,entity_7011,used_in
entity_4782,entity_4431,affects
entity_4782,entity_558,requires
entity_4782,entity_7012,requires
entity_4782,entity_7013,requires
entity_4782,entity_7014,requires
entity_4782,entity_7015,uses
entity_4782,entity_7016,uses
entity_4782,entity_7017,uses
entity_4782,entity_7018,requires
entity_4782,entity_7019,requires
entity_4782,entity_7020,requires
entity_254,entity_7021,determines
