id:ID,name,summary,type,domain_relevance,entity_chunk_id,relation_chunk_id,:LABEL
entity_660,水柜,船舶箱柜的一种，其涂漆要求各不相同，板厚和外形尺寸不同导致除锈方式不同。 | 用于储存水的箱柜，其除锈方式和涂装方案需根据具体类型进行分类。 | 箱柜的一种，其涂漆要求因板厚和外形尺寸不同而异。,部件|材料部件,domain_specific,161|162|263,856|862|349|1188|1637|1643,部件
entity_661,镀锌柜,船舶箱柜的一种，其涂漆要求各不相同，板厚和外形尺寸不同导致除锈方式不同。 | 表面经过镀锌处理的箱柜，其除锈方式和涂装方案需根据具体类型进行分类。 | 箱柜的一种，其涂漆要求因板厚和外形尺寸不同而异。,部件|材料部件,domain_specific,161|162|263,1188,部件
entity_662,非镀锌柜,船舶箱柜的一种，其涂漆要求各不相同，板厚和外形尺寸不同导致除锈方式不同。 | 未经过镀锌处理的箱柜，其除锈方式和涂装方案需根据具体类型进行分类。 | 箱柜的一种，其涂漆要求因板厚和外形尺寸不同而异。,部件|材料部件,domain_specific,161|162|263,1188,部件
entity_663,清理,船舶舾装钢结构件和管系等的涂装作业前的处理步骤，与除锈结合进行。 | 涂装前对船舶表面进行清理处理，以确保涂装质量。,工艺|工艺流程,domain_specific,161|263,342|346|347|1322|1185|1188,工艺
entity_664,涂漆,船舶舾装钢结构件和管系等的涂装作业，需根据生产设计提供的除锈与底漆涂装要求分类清单进行施工。 | 涂装作业中对船舶表面进行涂漆处理，以实现保护、装饰等作用。 | 船舶涂装过程中在除锈后的表面进行的涂层施工，用于防腐、装饰和防污。 | 船舶涂装中的表面涂覆工艺，需在密性试验完成后进行。,工艺|工艺流程,domain_specific,161|263|256|144,1208|346|134|270|1150|1152|1188,工艺
entity_665,生产设计,提供除锈与底漆涂装要求分类清单，用于指导船舶舾装钢结构件和管系等的涂装作业。 | 现代造船模式的重要组成部分，与科学管理共同推动传统造船模式向现代造船模式转变。 | 用于指导涂装作业的文件，包含除锈与底漆涂装要求分类清单。 | 根据总图分配给多个设计人员进行的详细设计工作。 | 根据详细设计进行的最终设计阶段，为造船生产提供具体图纸和技术文件。 | 生产设计是解决‘怎样造船’的阶段，涉及建造工艺及其流程的设计，包括纲领性工艺文件的编制和工作管理图表的编绘，是初步设计和详细设计的依据，并反映其意图和要求。,标准/机构|工艺流程|文档|设计阶段|工艺,domain_specific,161|228|263|254|186|187,20|21|1120|1123|1124|1143|431|432|1289|338|346|347|1465|1027|1030|1035|1043|684|456|459|460|463|493|495|1155|1183|1188|1189,标准
entity_666,分类清单,用于指导船舶舾装钢结构件和管系等的涂装作业，包含除锈与底漆涂装要求。,标准/机构,domain_specific,161,347|1188,标准
entity_667,箱柜,船舶上的储油或储水容器，根据其功能和材质（如镀锌或非镀锌）分为不同类型，其涂漆要求和除锈方式各不相同。 | 船舶舾装中的结构件，包括分油柜与水柜、镀锌柜和非镀锌柜，其涂漆要求因板厚和外形尺寸不同而异。 | 船体结构中用于存放物品的箱体，分段大接缝应避开，以减少嵌补工作量。,材料部件|结构部件,domain_specific,162|263|183,445|329|337|339|346|347|349|1150|1188,材料部件
entity_668,内场涂装,在船舶建造过程中，对箱柜内部进行的涂装作业，根据箱柜类型采用不同的底漆和面漆组合。,工艺流程,domain_specific,162,1188,工艺流程
entity_669,抛丸除锈,通过高速喷射金属丸粒去除箱柜表面锈蚀和杂质的除锈方式，常用于锅炉燃油日用柜、柴油发电机滑油沉淀柜等。 | 通过抛丸装置向钢板两面抛射丸粒，去除钢板表面氧化皮和锈斑，并用热风清除灰尘。 | 利用离心式抛丸机将铁丸或其他磨料高速抛射到钢材表面，剥离氧化皮和锈斑，常用于原材料除锈，适合组建钢材预处理的流水线。 | 一种钢材表面清理工艺，通过高速抛射金属丸粒去除氧化皮、铁锈等表面污染物，能适应各种高性能涂料的要求。,工艺流程,domain_specific,162|114|233|258,348|1047|129|130|136|1160,工艺流程
entity_670,酸洗除锈,通过酸性溶液去除箱柜表面锈蚀的除锈方式，常用于尾管滑油重力油柜和前尾轴管密封循环油柜。,工艺流程,domain_specific,162,348,工艺流程
entity_671,二次除锈,针对箱柜外部白锈的去除工艺，常用于燃油净化水柜和滑油净化水柜（镀锌）。 | 船舶涂装前的再次表面处理工艺，需达到特定的清洁度等级（如Sa2.5或St3），并控制盐分、灰尘等级、粗糙度等参数。 | 钢结构表面处理的二次工序，若盐分值或其他指标不合格需返工，影响建造周期。 | 分段涂装和区域涂装过程中对钢材表面进行再次处理的任务，用于清除因焊接、切割、机械碰撞或自然原因导致的锈蚀，是造船涂装工程中的重要步骤。 | 二次除锈是在分段涂装前对已涂装部位或损坏涂层进行的再次除锈处理，以确保涂装质量。 | 指在涂装过程中因加工或施工导致钢材表面再次出现锈蚀，需进行的除锈处理，钢材预处理可有效减少此类成本。,工艺流程,domain_specific,162|164|165|260|262|257,1102|1103|1106|1117|341|348|349|1047|1474|360|361|364|1159|1169|1170|1171|1172|1178|1179|1180|1186,工艺流程
entity_672,OT底漆,用于箱柜内部的底漆类型，常见于锅炉燃油日用柜、柴油发电机滑油沉淀柜等。,材料,domain_specific,162,348,材料
entity_673,RP底漆,用于箱柜外部的底漆类型，常见于锅炉燃油日用柜、柴油发电机滑油沉淀柜等。,材料,domain_specific,162,348,材料
entity_674,FP面漆,用于箱柜外部的面漆类型，常见于锅炉燃油日用柜、柴油发电机滑油沉淀柜等。,材料,domain_specific,162,348,材料
entity_675,WP油漆,用于燃油净化水柜和滑油净化水柜（镀锌）的外部涂装材料。,材料,domain_specific,162,348,材料
entity_676,SB底漆,用于淡水冷却膨胀水箱、凝水检查贮存柜与化学清洗柜的内部底漆类型。,材料,domain_specific,162,348,材料
entity_677,PE底漆,用于饮水压力柜与淡水压力柜的内部底漆类型。,材料,domain_specific,162,348,材料
entity_678,PE面漆,用于饮水压力柜与淡水压力柜的内部面漆类型。,材料,domain_specific,162,348,材料
entity_679,醇酸树脂,一种由多元醇和多元酸缩聚而成的高分子树脂，具有优良的耐候性和耐久性，常用于船舶上层建筑部和外舷部。 | 常用于船壳漆、甲板漆等，具有耐水性好、耐化学性好的优点。 | 由多元醇和多元酸通过缩聚反应制成的体型高分子量聚酯树脂，具有优良的耐候性和耐久性，适用于室外和室内船舶涂装。 | 由醇类和酸类制成，干燥时间与干性油形成的干膜性能得到改进，不依赖石油原料。,材料|材料部件,domain_specific,162|265|266|74,872|873|1200|1201|1202|1203|1206|350|351|1653|1654,材料
entity_680,乙烯树脂,通过乙酸乙烯聚合而成的树脂，具有良好的耐水性、耐候性和耐化学品性，广泛用于船舶涂装。 | 作为合成树脂的一种，用于高性能船舶涂料。 | 由乙炔通入乙酸生成乙酸乙烯，再经聚合反应制成，具有良好的耐水性、耐候性和耐化学品性，广泛用于船舶涂装。 | 由乙烯基群有机化合物聚合而成，固体含量低，常用于预处理底漆。 | 乙烯树脂是一种用于水线以上船体涂装系统的涂料材料，具有良好的耐候性和防腐性能。,材料|材料部件,domain_specific,162|265|266|74|77,875|884|1202|1203|350|351|1656|1665,材料
entity_681,环氧树脂,分子中含有环氧基的高分子聚合物，具有优良的耐化学品性、耐水性和耐盐性，常用于油舱、货舱和船底部。 | 常用于船底防锈漆、水线漆、船壳漆、甲板漆、舱室漆等，具有耐水性好、耐化学性好的优点。 | 分子结构中含有环氧基的高分子聚合物，需加入固化剂成膜，具有优良的耐化学品性、耐水性和耐盐性，常用于油舱、货舱和船底部。 | 由石油或天然气制成，具有良好的耐化学性和粘附性，常与冷固化剂混合使用，但不适合水下使用。 | 一种常用的底漆材料，与锌粉混合用于喷抛清理后的直接底漆涂装。,材料|材料部件,domain_specific,162|265|266|74|76,873|875|883|1200|1201|1202|1203|1204|350|351|1654|1656|1664,材料
entity_682,氯化橡胶,由天然橡胶经氧化处理制成的涂料材料，具有优良的耐化学品性、耐水性和耐久性，常用于甲板、甲板室等大气区。 | 常用于船底防锈漆、水线漆、船壳漆、甲板漆等，具有耐水性好、耐化学性好的优点。 | 由天然橡胶经氯化处理制成，具有优良的耐化学品性、耐水性和耐久性，常用于大气区和维护保养。 | 一种媒介物，由天然橡胶通过化学方法产生，具有广泛的有机溶剂溶解度。 | 一种用于水线以下区域的防腐涂料，具有良好的耐碱性和抗腐蚀性能。,材料|材料部件,domain_specific,162|265|266|74|76,874|875|884|1200|1201|1202|1204|350|351|352|1655|1656|1665,材料
entity_683,聚氨酯树脂,由多异氰酸酯与多羟基化合物反应而成的树脂，具有优良的快干性、耐磨性、耐油性和耐化学品性，常用于外舷部和甲板部。 | 由多异氰酸酯与多羟基化合物反应而得的聚氨基甲酸酯，简称聚氨酯。聚氨酯涂料具有优良的快干性、耐磨性、耐油性、耐水性和耐化学品性，且附着力强。 | 由多异氰酸酯与多羟基化合物反应制成，具有优良的快干性、耐磨性、耐油性、耐水性和耐化学品性，用于外舷部、甲板部和液舱。,材料,domain_specific,162|163|266,1204|350|352,材料
entity_684,无机锌漆,由无机锌化合物制成的涂料，具有优良的防锈性能，常用于船舶的防腐涂装。 | 由硅酸钠、硝酸钾（俗称水玻璃）作为成膜材料，并加入锌粉制作而成。含锌量超过70%的称为富锌漆，低于70%的称为低锌漆。涂层坚韧，耐磨性好，对多种石油产品和有机溶剂作用稳定，锌粉具有阴极保护作用。 | 由硅酸钠、硝酸钾和锌粉制成，具有耐磨性好、对多种石油产品和有机溶剂作用稳定，以及阴极保护作用，广泛用于车间底漆、底漆、液舱漆和甲板漆。,材料,domain_specific,162|163|266,1205|350|352|353,材料
entity_685,聚氨酯涂料,由聚氨酯树脂制成的涂料，具有优良的快干性、耐磨性、耐油性、耐水性和耐化学品性，且附着力强。其品种有单组份和双组份之分，其中双组份漆需要固化。,材料,domain_specific,163,352,材料
entity_686,富锌漆,无机锌漆的一种，含锌量超过70%。,材料,domain_specific,163,1205,材料
entity_687,低锌漆,无机锌漆的一种，含锌量低于70%。,材料,domain_specific,163,1205,材料
entity_688,阴极保护,一种船体防腐蚀的辅助手段，通过使被保护金属极化为阴极，捕获电子而得到保护。根据极化原理的不同，分为牺牲阳极法和外加电流法。 | 阴极保护是船舶常用的防腐措施，通过牺牲阳极或外加电流方式使船体水下区域成为阴极，以减少腐蚀。 | 用于防止金属腐蚀，通过阳极上的腐蚀反应被抑制，使金属成为阴极，主要分为牺牲阳极保护系统和外加电流保护系统。,设备/工艺|防腐措施,domain_specific,163|267|73,868|1205|1208|353|354|1649,设备
entity_689,牺牲阳极法,阴极保护的一种方法，用电极电位比被保护金属更低的金属作为阳极，使其释放电子而遭到腐蚀，从而保护被保护金属。常用材料有锌、铝及其合金。,工艺,domain_specific,163,354,工艺
entity_690,外加电流法,阴极保护的一种方法，通过设置直流稳压电源和控制设备，由不溶性阳极向船体发送电流，使船体表面极化，从而获得防蚀保护。,工艺,domain_specific,163,354|355,工艺
entity_691,不溶性阳极,由电极电位很高的铂、钽等贵重金属制成，用于外加电流法阴极保护中，向船体发送电流。,设备,domain_specific,163,355,设备
entity_692,阳极屏,涂在不溶性阳极附近的高性能涂层（如环氧磁漆或聚氨酯磁漆），目的是让电流发送得远一些，并防止漆膜老化。,设备,domain_specific,163,355,设备
entity_693,国际海事组织,制定压载舱涂层性能标准（PSPC）的国际组织，负责船舶防腐蚀相关标准的制定与推广。 | 制定国际船舶安全和环保标准的国际组织，推动压载舱涂层性能标准（PSPC）的制定。 | 制定国际液化气运输规则的国际机构。,标准/机构|机构组织|机构,domain_specific|general,163|268|62,890|891|896|1214|1671|1672|1677|587|1600|819|355|356|357|1151,标准
entity_694,压载舱涂层性能标准(PSPC),由国际海事组织制定的强制性标准，用于规范专用海水压载舱和散货船双舷侧处所保护涂层的性能要求。,标准,domain_specific,163,355|356,标准
entity_695,专用海水压载舱,用于装载海水的船体舱室，其腐蚀状况严重威胁船舶的航行和结构安全，需采用高性能涂层进行防护。 | 用于装载海水的压载舱，专门设计用于船舶压载系统，需满足防腐和涂层性能标准。,部件|材料部件,domain_specific,163|269,1214|1215|355,部件
entity_696,尾柱,与螺旋桨接触的钢结构件，可能因电池作用导致腐蚀，需安装锌块进行保护。,部件,domain_specific,163,8|239|252|183|353|354,部件
entity_697,船体,船舶的主体结构，需通过阴极保护等手段进行防腐蚀处理。 | 船舶的主体结构，是下水过程中承受浮力、重力和力矩作用的主要部分。 | 船舶的主体结构，其在下水过程中与滑道、滑板等接触，承受各种受力和运动状态。 | 被视作弹性变形体，通过船底局部结构、船底支墩和滑道板支持在船台滑道上，在下水滑行过程中发生变形，并与支持逐渐脱离。 | 船舶的整体结构，包含单层底、双层底、内底板、外底板等部分。 | 船舶的整体结构，包含外板、框架、双层底等部分。 | 舭龙骨不是船体结构的重要强度构件，但是由于它距中性轴很远，所以连接的区域是高应力区。舭龙骨可能会产生裂纹并传递到舱底上，引起主要结构的破坏。 | 船舶的整体结构，水密甲板用于维持其完整性，强度甲板对船体强度贡献最大。 | 船舶的主体结构，需在下水时保证水密性，以确保安全。 | 船舶的主体结构，与下水车和滑道接触，承受下水过程中的压力和支撑。 | 船舶的主体结构，下水过程中需考虑其浮性、稳性及强度问题。 | 船舶整体结构，可能在下水过程中因滑道反力或碰撞而受损。 | 液化气船的主体结构，用于承载货物和设备。 | 船舶的主体结构，包含船底、舷侧、甲板等部分，其基线倾斜时需调整肋骨检验线位置。 | 船舶建造的基本组成部分，包括壳体结构，如舷侧外板、肋骨等。 | 水线以上具有高盒子状结构的船体，用于容纳车辆。 | 船舶的主体结构，包含船壳板、船尾框架、舵、水密舱门、水密隔板等，是船舶建造的核心部分。 | 船舶的主体结构，包含舷侧外板、双层底等部件，使用钢夹层板可减轻重量并提高耐火等级。 | 由钢板、型材等材料组成的船舶主体结构，按照设计图纸进行放样、号料、加工、装配和焊接等工序形成。 | 船舶的主体结构，包括外板、甲板、骨架等，是船舶结构安全和强度的基础。 | 船舶的主要结构部分，包含外板、肋骨、龙骨等构件，用于支撑船舶整体结构并承受各种外力。 | 船舶的主体结构，包括外板、肋骨、横梁等，是船舶的主要承重部分。 | 船舶的主体结构，包含钢板、肋骨等构件，是进行测厚、除锈、修理等操作的主要对象。,部件|结构部件|结构部位|结构整体|结构特征|结构设计|材料部件,general|domain_specific,163|174|178|179|42|43|46|50|271|272|273|275|63|147|192|7|11|14|280|288|289|290|291,869|876|880|883|187|0|2|11|24|32|33|35|1218|1222|1234|1236|1240|1242|1243|1250|1262|1263|1266|1107|1112|1113|1115|1116|1117|1121|1126|1149|401|407|415|416|422|429|750|752|753|755|763|767|771|779|787|799|1283|1294|1300|1302|1311|1313|1314|1315|1316|1208|300|302|310|314|315|333|339|343|349|1386|1396|1397|1398|1409|1410|1417|1318|1336|1339|425|1423|1444|1454|1464|555|558|568|593|433|1042|1044|1057|1060|1061|1065|1080|1085|1089|1098|1525|1531|1533|1534|1540|1560|231|235|1581|1584|1594|1606|1608|1609|1613|615|616|617|628|629|630|642|1485|1489|1492|1496|1497|1500|1502|53|55|58|61|66|69|800|803|813|825|827|828|846|293|140|143|250|257|269|279|280|284|286|287|288|292|296|297|673|698|455|466|471|480|173|192|197|199|353|354|355|366|371|377|1150|1189|1193|1194|510|521|522|523|524|700|711|714|715|716|717|719|1627|1648|1649|1650|1664,部件
entity_698,锌块,用于牺牲阳极法阴极保护的金属块，由锌制成，用于保护船体部件免受腐蚀。,材料,domain_specific,163,354,材料
entity_699,阳极芯脚,牺牲阳极与船体连接的部分，需焊接牢固以保证电气接触。,设备,domain_specific,163,unknown,设备
entity_700,电介质接触,在安装牺牲阳极时，需清除阳极表面油脂等异物，以保证与船体的电介质接触。,工艺,domain_specific,163,354,工艺
entity_701,电镀电位,电化学原理中用于判断金属腐蚀倾向的参数，电镀电位较低的金属将作为阳极而释放电子。,工艺,domain_specific,163,354,工艺
entity_702,极化电位,外加电流法阴极保护中，船体表面的极化电位通常取-0.85V（铜/饱和硫酸铜溶液）左右。,工艺,domain_specific,163,355,工艺
entity_703,参考阳极,用于外加电流法阴极保护中，采样保护电位并由控制设备自动调节的阳极。,设备,domain_specific,163,355,设备
entity_704,控制设备,外加电流法阴极保护系统中，用于调节保护电位的设备。,设备,domain_specific,163,355,设备
entity_705,阳极水密箱,外加电流法阴极保护系统中，用于保证阳极密封性的装置。,设备,domain_specific,163,355,设备
entity_706,螺旋桨轴,与螺旋桨连接的轴，需与船体良好接地以保证阴极保护系统的正常运行。,部件,domain_specific,163,763|1544|1581|800|355,部件
entity_707,电源,外加电流法阴极保护系统中，用于向船体发送电流的装置。 | 为焊接电弧提供能量的装置，Tandem法中两根焊丝分别由各自的电源供电。,设备,domain_specific,163|226,1307|1308|1317|1420|1428|1431|1444|1014|1018|639|644|647|650|355,设备
entity_708,接地安装,外加电流法阴极保护系统中，确保螺旋桨轴、电源和控制设备等与船体良好连接的安装过程。,工艺,domain_specific,163,355,工艺
entity_709,船体牺牲阳极,用于船体阴极保护的阳极装置，需根据船舶特点进行设计和布置。,设备,domain_specific,163,354,设备
entity_710,船体极化,通过阴极保护使船体表面极化，从而获得防蚀保护。,工艺,domain_specific,163,unknown,工艺
entity_711,船体设计设备分委会(DE),负责制定国际涂层性能标准（PSPC）的国际海事组织下属分委会。,标准/机构,domain_specific,163,unknown,标准
entity_712,船舶设计,涉及船体牺牲阳极的选用、数量和布置，需由专业人员通过设计和计算来决定。 | 船舶建造过程中的核心环节，涉及船体结构、系统布置、工艺规划等，是决定产品质量、成本和周期的关键因素。,工艺|设计活动,domain_specific,163|195,890|898|32|1243|778|907|1326|1327|1671|1679|1688|584|1559|841|457|490|496|497|951|545|546,工艺
entity_713,船体检验,外加电流法阴极保护系统的运行过程中，需由专业人员定期进行检查和保养。 | 船舶结构的检验过程，包括水密性、油密性、结构强度等的检查。 | 船舶建造和运营过程中的结构检验，确保符合安全和性能标准。 | 对船体进行结构和材料状态的检查，以确保其符合安全和规范要求。,工艺|检验领域|检验流程|工艺流程,domain_specific,163|42|8|290,903,工艺
entity_714,船体维护,外加电流法阴极保护系统的运行过程中，需由专业人员定期进行检查和保养。 | 对暴露在外的船体部分进行的维护和加强，以抵抗腐蚀。 | 船舶结构的日常维护和修理，包括防腐、焊接修复等。 | 船舶的日常维护和保养，包括船体结构的检查和修复。,工艺|维护流程|维护类型,domain_specific,163|61|8|11,870|903|1651,工艺
entity_715,船体防腐蚀,通过阴极保护等手段，防止船体因电化学腐蚀而受损。,工艺,domain_specific,163,unknown,工艺
entity_716,船体表面处理,为保证锌粉与钢材表面具有良好的电气接触，要求钢材表面处理应达到Sa2.5级以上。,工艺,domain_specific,163,unknown,工艺
entity_717,船体涂层,用于船体防腐蚀的涂层，如无机锌漆、聚氨酯涂料等，需满足国际海事组织压载舱涂层性能标准(PSPC)。,材料,domain_specific,163,unknown,材料
entity_718,船体腐蚀,由于漆膜不良、局部擦伤等原因，船体在海洋环境中可能因电化学腐蚀而受损。 | 船体材料因海水和环境因素导致的损坏，需通过防腐涂层等措施进行防护。,工艺|材料问题,domain_specific,163|8,unknown,工艺
entity_719,船体防护,通过阴极保护、涂层防护等手段，防止船体因腐蚀而受损。,工艺,domain_specific,163,unknown,工艺
entity_720,船体工艺,涉及船体建造、涂装、阴极保护等工艺，需符合国际海事组织相关标准。,工艺,domain_specific,163,1283|903|1684,工艺
entity_721,涂层性能标准,由国际海事组织采纳并强制执行的标准，适用于2008年7月1日以后签订合同的船舶，或2009年1月1日以后铺设龙骨的船舶，或2012年7月1日以后交工的船舶。该标准提高了船舶涂层寿命期至15年，并对分段表面处理、结构表面缺陷处理、涂装前表面可溶性盐限制、灰尘等级、涂层厚度与控制、合拢后的表面处理、涂层检查人员的资质、涂层的合格预试验和验证、车间底漆要求和涂装技术文档(CTF)等十个关键方面提出了更高要求。,标准,domain_specific,164,1213|357,标准
entity_722,PSPC标准,即《涂层性能标准》的简称，是国际海事组织强制执行的标准，对船舶涂装技术文件、表面处理、涂装过程、涂层厚度、盐分限制、灰尘等级、涂层检查人员资质、车间底漆与主涂层体系的相容性、表面处理等级等提出了具体要求。,标准,domain_specific,164,1215,标准
entity_723,涂装技术文件,用于描述船舶涂装过程的技术文件，需提交主管机关或其认可的组织复查，并包含涂层检查人员签发的涂装日记。,文件/文档,domain_specific,164,358,文件
entity_724,表面处理,船舶涂装前的预处理工艺，包括分段表面处理、结构表面缺陷处理、二次除锈等，需达到ISO8501-3中P2等级，且需控制盐分、灰尘等级、粗糙度等参数。 | 表面处理是涂装前的重要步骤，包括除锈、清理等，确保涂装质量。 | 涂装前对船舶表面进行除锈、清理等处理，以确保涂装质量。,工艺流程,domain_specific,164|262|263,1142|1147|1205|1216|1181|1183,工艺流程
entity_725,涂层检查人员,负责船舶涂层质量检查的专业人员，需具备NACEⅡ级、FROSIO级或主管机关认可的相同级别资质。,人员,domain_specific,164,357|359,人员
entity_726,ISO8501-3,国际标准化组织制定的表面处理等级标准，用于规定钢板表面处理达到的清洁度等级，如P2等级。,标准,domain_specific,164,358,标准
entity_727,盐分,指钢板表面处理后残留的可溶性盐分，需控制在小于50mg/m²NaCl，以确保涂层质量。 | 涂装前需清除的船体表面污染物，通常通过清水冲洗去除。,参数|材料,domain_specific,164|263,360|361|1192,参数
entity_728,灰尘等级,用于衡量涂装前钢板表面灰尘污染程度的指标，要求达到一级标准，且需使用大功率真空吸尘设备进行处理。,参数,domain_specific,164,357|359|361,参数
entity_729,粗糙度,指钢板表面处理后的不平整程度，需控制在30~75μm范围内，以确保涂层附着力。 | 表面处理后要求达到Sa2.5级，粗糙度为30~75 mm，以确保涂层附着力。,参数|材料部件,domain_specific,164|269,1216|134|360|361,参数
entity_730,预处理,船舶涂装前的表面处理工艺，包括火焰清洁、抛丸、清洁度控制、盐分测试、温度湿度控制等。 | 在船体零件加工前对钢材进行表面处理，如除锈、涂防锈层等，以提高加工质量和焊接性能。,工艺流程,domain_specific,164|280,793|1208|1574|360|364|1188,工艺流程
entity_731,涂装施工,船舶涂层施工过程，需控制膜厚、避免漏涂、控制温度湿度等施工条件。 | 对船舶建造过程中涂装施工的条件和过程控制要求，包括大气温度、湿度、露点、风速等环境条件的控制，以及膜厚控制、预涂和修补、涂层质量控制、分段边口涂层预留及密性焊缝保护等具体施工要求。,工艺流程,domain_specific,164|165,362|506,工艺流程
entity_732,压载舱,船舶用于装载压载物的舱室，其涂层厚度和检测标准有特殊要求，如名义干膜厚度为320μm，检测标准为90/10惯例。 | 船舶内部用于装载压载物的舱室，PSPC标准对其膜厚和检测要求提高，影响涂料使用成本。 | 船舶内部用于调整吃水和稳性的舱室，其涂装完整性在分段阶段和合拢阶段均需保证。 | 甲板的其他开口主要作用为排水和清洁舱室，这些开口都是在露天甲板而不是封闭甲板空间。 | 船舶内部的液舱之一，长期处于海水压载和空载的干湿交替状态，环境湿热、盐分高、密不通风，维修困难，要求涂料有优良的耐水、耐盐雾、耐干湿交替和卓越的抗腐蚀性能。 | 船舶内部用于装载压载液体的舱室，需使用专用涂料以防止腐蚀。 | 压载舱是船舶用于装载压载水的舱室，其腐蚀问题与海水压载和温海水清洁有关。 | 用于装载压载水的舱室，以调整船舶吃水和稳定性，常见于散货船。,部件|材料部件|结构|部件区域|结构部件|结构部位|船舶结构,domain_specific,164|165|167|59|268|76|77|6,869|884|885|1213|1354|568|573|1044|1082|1590|809|358|362|373|1650|1665|1666,部件
entity_733,涂层厚度,指船舶涂层的干膜厚度，需根据标准要求进行控制，如压载舱涂层厚度为320μm。 | 涂装结束前需对涂层厚度进行检查和测量，以确保符合设计要求。 | 涂层厚度是涂料施工的重要参数，船底涂层厚度应大于250 μm，水线部涂层厚度应大于180 μm。,参数|检测指标|工艺参数,domain_specific,164|263|267,880|1209|1210|344|357|1189,参数
entity_734,膜厚,指涂层的干膜厚度，需在涂装过程中进行控制，以确保涂层质量。,参数,domain_specific,164,403|360|1160|1187,参数
entity_735,温度,指涂装施工时的环境温度，需控制在合理范围内以确保涂层质量。 | 温度是密性试验中的重要参数，影响试验介质的物理状态和试验结果。例如，水压试验中当外界气温低于0°C时需采取加热措施，使试验介质温度保持在+5°C。 | 密性试验中的外部环境因素，影响试验的进行。 | 在某一温度之上脆性破坏将不会发生。,参数|环境因素,domain_specific,164|143|144|19,1237|1253|1255|769|1268|1269|1272|1208|319|1412|1465|1006|1021|1550|631|265|266|270|360|361|362|1164|1187|507,参数
entity_736,湿度,指涂装施工时的环境湿度，需控制在合理范围内以确保涂层质量。 | 湿度是密性试验中的环境参数，影响试验过程的进行。例如，水压试验受湿度影响，试验时需注意环境条件。 | 密性试验中的外部环境因素，影响试验的进行。,参数|环境因素,domain_specific,164|143|144,865|1465|266|270|360|361|362|1152|1187|507|1646,参数
entity_737,保养期,指车间底漆涂装后需要等待的时间，以确保其性能稳定，通常为几天。,时间参数,domain_specific,164,340|360|1160|1169,时间参数
entity_738,NACEⅡ级,涂层检查人员需具备的资质等级，用于确保涂层质量符合标准要求。,资质,domain_specific,164,359,资质
entity_739,FROSIO,涂层检查人员需具备的资质等级，用于确保涂层质量符合标准要求。,资质,domain_specific,164,359,资质
entity_740,主管机关,负责船舶涂装技术文件、表面处理、涂装过程等复查的机构，或其认可的组织。,机构,domain_specific,164,917|1698|358|359,机构
entity_741,第三方认可,指车间底漆与主涂层体系的相容性需由第三方机构认可，以确保涂层质量。,认证,domain_specific,164,358,认证
entity_742,涂装日记,由涂层检查人员签发的记录涂装过程的文件，需包含在涂装技术文件中。,文件/文档,domain_specific,164,unknown,文件
entity_743,合拢,船舶建造过程中将各分段连接在一起的过程，需进行表面处理以确保涂层质量。,工艺流程,domain_specific,164,1145|1147|1447|221|241|1497|294|298|666|358|373|522|527|540|716,工艺流程
entity_744,舱室,船舶内部用于装载货物或人员的区域，其表面处理和涂层要求需符合标准。 | 舱室的舾装区域按外板、舱壁、甲板或其他隔壁确定，一般是合适的。 | 舱室是船舶结构中的封闭空间，密性试验需在舱室完整的情况下进行。,部件|材料部件,domain_specific,164|251|143,854|857|859|888|10|1115|1117|1148|442|755|756|758|763|783|1308|1669|1525|1537|1539|1564|1591|1592|1595|1597|1598|1616|810|811|814|816|817|835|268|274|358|1635|1638|1640,部件
entity_745,破坏区域,指船舶表面处理过程中出现的损坏区域，需根据面积大小决定处理等级。,参数,domain_specific,164,unknown,参数
entity_746,涂装前表面可溶性盐限制,指涂装前钢板表面可溶性盐分的限制，需控制在小于50mg/m²NaCl。,参数,domain_specific,164,357,参数
entity_747,涂装前表面处理,船舶涂装前的表面处理工艺，包括分段表面处理、结构表面缺陷处理等，需达到ISO8501-3中P2等级。,工艺流程,domain_specific,164,1474,工艺流程
entity_748,涂装前施工条件,指涂装前的温度、湿度等施工条件，需控制在合理范围内以确保涂层质量。,参数,domain_specific,164,unknown,参数
entity_749,涂装技术文档(CTF),用于描述船舶涂装技术的文档，需提交主管机关或其认可的组织复查。,文件/文档,domain_specific,164,355|357,文件
entity_750,涂层检查,对船舶涂层质量进行检查的过程，需由具备NACEⅡ级、FROSIO级或主管机关认可的人员完成。,工艺流程,domain_specific,164,unknown,工艺流程
entity_751,涂层合格预试验和验证,对涂层质量进行预试验和验证的过程，确保其符合标准要求。,工艺流程,domain_specific,164,unknown,工艺流程
entity_752,涂层检查人员资质,涂层检查人员需具备的资质，包括NACEⅡ级、FROSIO级或主管机关认可的相同级别。,资质,domain_specific,164,unknown,资质
entity_753,涂层检查人员签发的涂装日记,由涂层检查人员签发的记录涂装过程的文件，需包含在涂装技术文件中。,文件/文档,domain_specific,164,358,文件
entity_754,膜厚控制,涂装施工过程中对漆膜厚度的控制，包括喷涂过程中的均匀性，以及漆膜厚度检测达到规格书要求，PSPC要求增加压载舱内的检测点分布，增加检测工作量及测厚仪费用。,工艺流程,domain_specific,165,362,工艺流程
